0	0	9	0
0	10	19	0
0	20	29	0
0	30	39	0
0	40	49	0
0	50	59	0
0	60	69	0
0	70	79	0
0	80	89	0
0	90	99	0
0	100	109	0
0	110	119	0
0	120	129	0
0	130	139	0
0	140	149	0
0	150	159	0
0	160	169	0
0	170	179	0
0	180	189	0
0	190	199	0
0	200	209	0.001
0	210	219	0.001
0	220	229	0.002
0	230	239	0.001
0	240	249	0.061
0	250	259	0.0005
0	260	269	0
0	270	279	0.001
0	280	289	0.001
0	290	299	0.0015
0	300	309	0.001
0	310	319	0.0025
0	320	329	0.001
0	330	339	0.002
0	340	349	0.0015
0	350	359	0.001
0	360	369	0.0005
0	370	379	0.002
0	380	389	0.0005
0	390	399	0
0	400	409	0.001
0	410	419	0.0005
0	420	429	0.0005
0	430	439	0.001
0	440	449	0.0005
0	450	459	0.001
0	460	469	0.002
0	470	479	0
0	480	489	0.001
0	490	499	0.001
0	500	509	0
0	510	519	0.001
0	520	529	0.001
0	530	539	0.002
0	540	549	0.0015
0	550	559	0.0005
0	560	569	0.001
0	570	579	0
0	580	589	0.001
0	590	599	0.0005
0	600	609	0.001
0	610	619	0.001
0	620	629	0.0015
0	630	639	0.0005
0	640	649	0.001
0	650	659	0.001
0	660	669	0.001
0	670	679	0.0005
0	680	689	0.0005
0	690	699	0.0005
0	700	709	0.0005
0	710	719	0
0	720	729	0.0005
0	730	739	0.0015
0	740	749	0.001
0	750	759	0.0015
0	760	769	0.002
0	770	779	0.001
0	780	789	0.001
0	790	799	0.001
0	800	809	0.0015
0	810	819	0.0005
0	820	829	0
0	830	839	0.0005
0	840	849	0.001
0	850	859	0.0015
0	860	869	0.001
0	870	879	0.001
0	880	889	0.003
0	890	899	0.001
0	900	909	0.001
0	910	919	0
0	920	929	0.002
0	930	939	0.0005
0	940	949	0
0	950	959	0.001
0	960	969	0.0025
0	970	979	0.0005
0	980	989	0.001
0	990	999	0.001
0	1000	1009	0.001
0	1010	1019	0.0005
0	1020	1029	0.0015
0	1030	1039	0.0005
0	1040	1049	0.001
0	1050	1059	0.002
0	1060	1069	0.001
0	1070	1079	0.0005
0	1080	1089	0.0015
0	1090	1099	0.0005
0	1100	1109	0
0	1110	1119	0.0015
0	1120	1129	0.002
0	1130	1139	0.0005
0	1140	1149	0.0005
0	1150	1159	0
0	1160	1169	0.002
0	1170	1179	0.001
0	1180	1189	0.0005
0	1190	1199	0.001
0	1200	1209	0
0	1210	1219	0
0	1220	1229	0.0005
0	1230	1239	0.001
0	1240	1249	0.0015
0	1250	1259	0.0005
